,alternate_names,clean_name,description,name,shortcodes,url
1127,[],Timer Clock,"The Timer Clock emoji was approved as part of Unicode 6.0 in 2010.Copy and paste this emoji using the text field below:",âè_ Timer Clock,[],http://emojipedia.org/timer-clock/
1128,"['Dolls Emoji', 'Hinamatsuri Emoji', 'Imperial Dolls Emoji']",Japanese Dolls,"Two Japanese Imperial Dolls, displayed on March 3 for Hina-matsuri (Dolls Day, Girls Day).",_Ÿ__ Japanese Dolls,[':dolls:'],http://emojipedia.org/japanese-dolls/
1129,[],Lower Left Crayon,A crayon which displays in various colors depending on platform. Consistently shown at a 225Â° angle.,_Ÿ–ç Lower Left Crayon,[],http://emojipedia.org/lower-left-crayon/
1130,[],Trackball,A computer peripheralÂ that can be used as an alternative to a trackpad or mouse.,_Ÿ–_ Trackball,[],http://emojipedia.org/trackball/
1131,"['Bow Emoji', 'Pink Bow Emoji']",Ribbon,"A pretty ribbon, tied in a bow.",_Ÿ_€ Ribbon,[':ribbon:'],http://emojipedia.org/ribbon/
1132,[],Film Projector,"The Film Projector emoji was approved as part of Unicode 7.0 in 2014.Copy and paste this emoji using the text field below:",_Ÿ“_ Film Projector,[],http://emojipedia.org/film-projector/
1133,['Vase Emoji'],Funeral Urn,An urn used for the storage of ashes after cremation.,â_± Funeral Urn,[],http://emojipedia.org/funeral-urn/
1134,[],Bomb,"A bomb, with a lit fuse. This means it is soon to explode.",_Ÿ’£ Bomb,[':bomb:'],http://emojipedia.org/bomb/
1135,"['Closed Lock Emoji', 'Padlock Emoji']",Lock,"A locked (closed) padlock, used eitherÂ in the real world toÂ secure an object; or as a symbol of security or SSL certificate on the web.",_Ÿ”’ Lock,[':lock:'],http://emojipedia.org/lock/
1136,[],Fall / Autumn,,"_Ÿç‚Fall / Autumn",[],http://emojipedia.org/fall-autumn/
1137,[],Spring,,"_ŸŒ±Spring",[],http://emojipedia.org/spring/
1138,"['Heart Envelope Emoji', 'Love Note Emoji']",Love Letter,"A white envelope, sealed with a sticker or seal of a red love heart. Contains a love letter.",_Ÿ’Œ Love Letter,[':love_letter:'],http://emojipedia.org/love-letter/
1139,[],Hammer and Wrench,"The Hammer and Wrench emoji was approved as part of Unicode 7.0 in 2014.Copy and paste this emoji using the text field below:",_Ÿ›  Hammer and Wrench,[],http://emojipedia.org/hammer-and-wrench/
1140,"['âœ’ Pen Nib Emoji', 'âœ’ Fountain Pen Emoji']",Black Nib,"The nib of a quill, or fountain pen.",âœ’ï¸è Black Nib,[':black_nib:'],http://emojipedia.org/black-nib/
1141,[],Old Key,"An ornate old key, which may be used to lock items such as a chest or wardrobe.",_Ÿ—ù Old Key,[],http://emojipedia.org/old-key/
1142,['Email Emoji'],E-Mail Symbol,"A symbol to be used for representing email. As there is no universal email logo or symbol, this differs between platforms.",_Ÿ“§ E-Mail Symbol,[':e-mail:'],http://emojipedia.org/e-mail-symbol/
1143,[],Joystick,A joystick which isÂ generally displayed with a red ball on the top of the stick. The number of buttons on this device varies by platform.,_Ÿ•_ Joystick,[],http://emojipedia.org/joystick/
1144,"['Sarcasm Emoji', 'Silly Emoji']",Upside-Down Face,"A face that is upside-down, often representing a sense silliness or goofiness. Sometimes used as an ambiguous emotion, such as joking or sarcasm.",_Ÿ™ƒ Upside-Down Face,[],http://emojipedia.org/upside-down-face/
1145,"['Claw Hammer Emoji', 'Handyman Emoji', 'Tool Emoji']",Hammer,A conventional claw hammer. Â Displays withÂ a claw on the back for nail removal.,_Ÿ”¨ Hammer,[':hammer:'],http://emojipedia.org/hammer/
1146,[],Notebook With Decorative Cover,"A notebook with a decorative cover. Unless you are on an Apple device, which shows a rather plain and undecorated cover.",_Ÿ“” Notebook With Decorative Cover,[':notebook_with_decorative_cover:'],http://emojipedia.org/notebook-with-decorative-cover/
1147,['Red Book Emoji'],Closed Book,"A closed book, which reads â€œVol. 1 by John Appleseedâ€ù on the cover of Appleâ€™s artwork.",_Ÿ“• Closed Book,[':closed_book:'],http://emojipedia.org/closed-book/
1148,[],Card File Box,"The Card File Box emoji was approved as part of Unicode 7.0 in 2014.Copy and paste this emoji using the text field below:",_Ÿ—ƒ Card File Box,[],http://emojipedia.org/card-file-box/
1149,[],Orange Book,"An orange book, which reads â€œVol. 4 by John Appleseedâ€ùÂ on the cover of Appleâ€™s artwork.",_Ÿ“™ Orange Book,[':orange_book:'],http://emojipedia.org/orange-book/
1150,[],Wedding / Marriage,,"_Ÿ‘°Wedding / Marriage",[],http://emojipedia.org/wedding-marriage/
1151,[],Independence Day,,"_Ÿ‡º_Ÿ‡¸Independence Day",[],http://emojipedia.org/independence-day/
1152,"['$1 Note Emoji', 'American Dollar Emoji', 'Dollar Bill Emoji']",Banknote With Dollar Sign,"Cash money in the form of a dollar note. Appears as aÂ $1 note issued in United States Dollars (USD) in Appleâ€™s artwork, or a more generic dollar note on other platforms.",_Ÿ’µ Banknote With Dollar Sign,[':dollar:'],http://emojipedia.org/banknote-with-dollar-sign/
1153,['Open Mailbox Emoji'],Open Mailbox With Raised Flag,"An open mailbox, with the flag raised.",_Ÿ“¬ Open Mailbox With Raised Flag,[':mailbox_with_mail:'],http://emojipedia.org/open-mailbox-with-raised-flag/
1154,[],Skull and Crossbones,"AÂ human skull show above a crossed pair of bones. Used as a symbol of death, and often as a danger warning on poisenous substances.Â Not to be confused with the skullÂ emoji.",â˜  Skull and Crossbones,[],http://emojipedia.org/skull-and-crossbones/
1155,[],Alembic,"A spherical vessel with a long, downward pointing neck. Used for distilling liquids. Appears like an oddly-shapedÂ vase containing blue liquid,Â sitting on a wooden stool.",â_— Alembic,[],http://emojipedia.org/alembic/
1156,"['Cell Phone Emoji', 'iPhone Emoji', 'Smartphone Emoji']",Mobile Phone,"A mobile phone,Â referred to a cellular or cell phone in some countries.",_Ÿ“± Mobile Phone,[':iphone:'],http://emojipedia.org/mobile-phone/
1157,[],Green Book,"A green book, which reads â€œVol. 2 by John Appleseedâ€ùÂ on the cover of Appleâ€™s artwork.",_Ÿ“— Green Book,[':green_book:'],http://emojipedia.org/green-book/
1158,[],Straight Ruler,"A ruler that can be used for drawing straight lines, orÂ measuring length.",_Ÿ“è Straight Ruler,[':straight_ruler:'],http://emojipedia.org/straight-ruler/
1159,"['Easter Island Emoji', 'Human Rock Carving Emoji', 'Moai Emoji', 'Moyai Statue Emoji']",Moyai,A Moyai (also spelled Moai) is a type of human rock carving from Easter Island.,_Ÿ—¿ Moyai,[':moyai:'],http://emojipedia.org/moyai/
1160,"['Open Padlock Emoji', 'Unlock Emoji']",Open Lock,"An unlocked (open)Â padlock, used eitherÂ in the real world toÂ secure an object; or as a symbol of a non-secure page relating toÂ SSL certificatesÂ on the web.",_Ÿ”“ Open Lock,[':unlock:'],http://emojipedia.org/open-lock/
1161,[],Spiral Note Pad,"The Spiral Note Pad emoji was approved as part of Unicode 7.0 in 2014.Copy and paste this emoji using the text field below:",_Ÿ—’ Spiral Note Pad,[],http://emojipedia.org/spiral-note-pad/
1162,[],Satellite Antenna,A type of antenna used for the transmission of data. Often associated with satellite television or internet.,_Ÿ“¡ Satellite Antenna,[':satellite:'],http://emojipedia.org/satellite-antenna/
1163,[],File Cabinet,"The File Cabinet emoji was approved as part of Unicode 7.0 in 2014.Copy and paste this emoji using the text field below:",_Ÿ—„ File Cabinet,[],http://emojipedia.org/file-cabinet/
1164,[],Guy Fawkes,,"_Ÿ”¥Guy Fawkes",[],http://emojipedia.org/guy-fawkes/
1165,[],Closed Mailbox With Lowered Flag,"A closed mailbox, with the flag resting.",_Ÿ“ª Closed Mailbox With Lowered Flag,[':mailbox_closed:'],http://emojipedia.org/closed-mailbox-with-lowered-flag/
1166,[],Clipboard,"A clipboard, used for quick access to pages of paper, and provides a hard surface to write on.",_Ÿ“‹ Clipboard,[':clipboard:'],http://emojipedia.org/clipboard/
1167,"['Rubbish Bin Emoji', 'Trash Can Emoji', 'Waste Paper Basket Emoji']",Wastebasket,"An officeÂ trash can, also known as aÂ waste paper basket, bin, or wastebasket. Shown with a wire mesh on most platforms, except LG which shows a metal garbage bin / trash can with lid.",_Ÿ—‘ Wastebasket,[],http://emojipedia.org/wastebasket/
1168,"['Magnifier Emoji', 'Magnifying Glass Emoji', 'Search Icon Emoji']",Right-Pointing Magnifying Glass,"A magnifying glass, pointing to the right. The same as the Left-Pointing Magnifying Glass Emoji, butÂ with the glass on the right instead of the left.",_Ÿ”_ Right-Pointing Magnifying Glass,[':mag_right:'],http://emojipedia.org/right-pointing-magnifying-glass/
1169,['Open Folder Emoji'],Open File Folder,An open folder used to storeÂ files in a filing cabinet.,_Ÿ“‚ Open File Folder,[':open_file_folder:'],http://emojipedia.org/open-file-folder/
1170,[],Hole,"A round, cartoon-style hole in the ground. May be used in the context of ""crawling into a hole"" in a shameful or embarrassing situation.",_Ÿ•_ Hole,[],http://emojipedia.org/hole/
1171,[],Canada Day,,"_Ÿ‡¨_Ÿ‡_Canada Day",[],http://emojipedia.org/canada-day/
1172,['Gold Key Emoji'],Key,"A key, which may be used to open a door or lock. Shown on most platforms in gold (yellow), but also sometimes as bronze, or silver.",_Ÿ”‘ Key,[':key:'],http://emojipedia.org/key/
1173,[],Australia Day,,"_Ÿ‡__Ÿ‡ºAustralia Day",[],http://emojipedia.org/australia-day/
1174,[],Symbols,,"_Ÿ”£Symbols",[],http://emojipedia.org/symbols/
1175,[],Queenâ€™s Birthday,,"_Ÿ‘‘Queenâ€™s Birthday",[],http://emojipedia.org/queens-birthday/
1176,"['Â¯\\_(ãƒ„)_/Â¯ Emoji', 'Shrugging Emoji']",Shrug,"A person shrugging their shoulders to indicate a lack of knowledge about a particular topic, or a lack of care about the result of a situation.",_Ÿ_· Shrug,[],http://emojipedia.org/shrug/
1177,['Shower Head Emoji'],Shower,"A shower, or shower head.",_Ÿ_¿ Shower,[':shower:'],http://emojipedia.org/shower/
1178,"['Lock And Pen Emoji', 'Lock With Fountain Pen Emoji']",Lock With Ink Pen,"A locked (closed)Â padlock,Â with an ink pen (otherwise known as a fountain pen) next to it.Â May related to key signing, a term used in digital security.",_Ÿ”è Lock With Ink Pen,[':lock_with_ink_pen:'],http://emojipedia.org/lock-with-ink-pen/
1179,"['VCR Emoji', 'VHS Emoji', 'Video Tape Emoji']",Videocassette,"A video cassette tape, commonly referred to as aÂ video, or video tape. Used to play videos purchasedÂ on VHS cassette, or for recording television prior to widespread use of PVRs.",_Ÿ“_ Videocassette,[':vhs:'],http://emojipedia.org/videocassette/
1180,"['Apple Watch Emoji', 'Timepiece Emoji', 'Wrist Watch Emoji']",Watch,"AÂ wrist watch,Â which isÂ generally displayed as an analogue portable timepiece.Â Appleâ€™s emoji artworkÂ displays an Apple Watch, instead of a traditional watch that is shown on other platformsÂ shown.",âŒ_ Watch,[':watch:'],http://emojipedia.org/watch/
1181,"['Envelope With Lines Emoji', 'Fast Envelope Emoji']",Incoming Envelope,"An envelope shown to be arriving, or incoming.",_Ÿ“¨ Incoming Envelope,[':incoming_envelope:'],http://emojipedia.org/incoming-envelope/
1182,[],Christmas,,"_Ÿ_…Christmas",[],http://emojipedia.org/christmas/
1183,"['Couch Emoji', 'Lounge Emoji']",Couch and Lamp,"A couch, with a floor lamp next to it.",_Ÿ›‹ Couch and Lamp,[],http://emojipedia.org/couch-and-lamp/
1184,[],World Cup,,"â__World Cup",[],http://emojipedia.org/world-cup/
1185,[],Carnaval,,"_Ÿ‡§_Ÿ‡·Carnaval",[],http://emojipedia.org/carnaval/
1186,"['Furin Emoji', 'Jellyfish Emoji', 'Wind Bell Emoji']",Wind Chime,"Although named wind chime, this emoji more closely resembles a wind bell; a decoration that is popular in Japan and made of glass.",_Ÿ_ê Wind Chime,[':wind_chime:'],http://emojipedia.org/wind-chime/
1187,"['Laptop Emoji', 'Notebook Emoji']",Personal Computer,"A personal computer,Â most commonly shown asÂ a laptopÂ computer.Â Some systems display this as a desktop computer with a mouse.",_Ÿ’» Personal Computer,[':computer:'],http://emojipedia.org/personal-computer/
1188,[],Hammer and Pick,"The Hammer and Pick emoji was approved as part of Unicode 4.1 in 2005.Copy and paste this emoji using the text field below:",â_’ Hammer and Pick,[],http://emojipedia.org/hammer-and-pick/
1189,[],St Patrickâ€™s Day,,"â˜˜St Patrickâ€™s Day",[],http://emojipedia.org/st-patricks-day/
1190,[],Fatherâ€™s Day,,"_Ÿ‘¨Fatherâ€™s Day",[],http://emojipedia.org/fathers-day/
1191,"['Book Emoji', 'Novel Emoji']",Open Book,"An open, hard-back book with blue cover.",_Ÿ“– Open Book,"[':book:', ':open_book:']",http://emojipedia.org/open-book/
1192,[],Minidisc,"A minidisc looks like a small optical disc, in a permanent plastic case approximately the size of a cassette tape.",_Ÿ’_ Minidisc,[':minidisc:'],http://emojipedia.org/minidisc/
1193,"['July 17 Emoji', 'World Emoji Day Emoji']",Calendar,"A calendar, which may feature a single date, or a month-view. Not to be confused with the Tear-Off Calendar.",_Ÿ“… Calendar,[':date:'],http://emojipedia.org/calendar/
1194,"['_Ÿ“ˆ Down Pointing Graph Emoji', '_Ÿ“ˆ Negative Chart Emoji']",Chart With Downwards Trend,"A chart showing figures decreasingÂ over time, with an downwardÂ trend. A type of line graph.",_Ÿ“‰ Chart With Downwards Trend,[':chart_with_downwards_trend:'],http://emojipedia.org/chart-with-downwards-trend/
1195,"['DVD ROM Emoji', 'DVD Video Emoji']",DVD,Stands for Digital Video Disc (or Digital Versatile Disc); a type of optical media used for movie distribution (DVD Video) or storing files (DVD ROM),_Ÿ“€ DVD,[':dvd:'],http://emojipedia.org/dvd/
1196,[],Linked Paperclips,"Multiple paperclips linked together. All platforms display this emoji with two paperclips, except LG which shows three paperclips.",_Ÿ–‡ Linked Paperclips,[],http://emojipedia.org/linked-paperclips/
1197,['Spanner Emoji'],Wrench,"The Wrench emoji was approved as part of Unicode 6.0 in 2010.Copy and paste this emoji using the text field below:",_Ÿ”§ Wrench,[':wrench:'],http://emojipedia.org/wrench/
1198,"['Heart Emoji', 'Love Heart Emoji', 'Red Heart Emoji']",Heavy Black Heart,"A classic red love heart emoji, used to express love. Despite the name â€œHeavy Black Heartâ€ù, this character appears red on all platforms when displayed with emoji presentation. Not to be confused with the black heart emoji. See the glossary for information on the termÂ black in unicode character names.",âù_ï¸è Heavy Black Heart,[':heart:'],http://emojipedia.org/heavy-black-heart/
1199,"['Down Arrow Envelope Emoji', 'Insert In Envelope Emoji']",Envelope With Downwards Arrow Above,"An envelope, showing an arrow pointing down.",_Ÿ“© Envelope With Downwards Arrow Above,[':envelope_with_arrow:'],http://emojipedia.org/envelope-with-downwards-arrow-above/
1200,[],Flags,,"_Ÿ_ŒFlags",[],http://emojipedia.org/flags/
1201,"['Facsimile Emoji', 'Fax Emoji']",Fax Machine,"A fax machine, Â which allows theÂ sending of a scanned page of text or images over aÂ standard telephone line. Popular in theÂ 1980s and 1990s, prior to widespread use of the internet.",_Ÿ“  Fax Machine,[':fax:'],http://emojipedia.org/fax-machine/
1202,[],Hourglass,"An hourglass, generally shown without flowing sand.",âŒ› Hourglass,[':hourglass:'],http://emojipedia.org/hourglass/
1203,"['Diamond Emoji', 'Gem Emoji']",Gem Stone,"A gemÂ that appears blue on screen, but is presumably intended to appearÂ of similar shade to a diamond.",_Ÿ’_ Gem Stone,[':gem:'],http://emojipedia.org/gem-stone/
